"","X","DBN","School.Name.x","Year.x","Percent_Attendance","Demographic.Category","Demographic.Variable","Percent_Chronically_Absent","School.Name.y","Year.y","Total.Enrollment","Grade.3","X..Female","X..Male","X..Black","X..White","X..Students.with.Disabilities","X..Poverty","Economic.Need.Index","Gen.Ed","ICT","SC.12.1","SC.12.1.1","SC.15.1","SC.6.1.1","SC.8.1.1","borough"
"1328",1328,"07X296","South Bronx Academy for Applied Media","2017-18","86.6","All Students","All Students","51.8","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,22,22,6,10.5,NA,NA,NA,"Bronx"
"1329",1329,"07X296","South Bronx Academy for Applied Media","2017-18","87.3","SWD Status","Not SWD","51.8","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,22,22,6,10.5,NA,NA,NA,"Bronx"
"1330",1330,"07X296","South Bronx Academy for Applied Media","2017-18","s","Ethnicity","Black","s","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,22,22,6,10.5,NA,NA,NA,"Bronx"
"1331",1331,"07X296","South Bronx Academy for Applied Media","2017-18","86.6","ELL Status","Not ELL","51.3","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,22,22,6,10.5,NA,NA,NA,"Bronx"
"1332",1332,"07X296","South Bronx Academy for Applied Media","2017-18","86.7","Gender","Male","48.0","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,22,22,6,10.5,NA,NA,NA,"Bronx"
"1333",1333,"07X296","South Bronx Academy for Applied Media","2017-18","s","Ethnicity","White","s","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,22,22,6,10.5,NA,NA,NA,"Bronx"
"1334",1334,"07X296","South Bronx Academy for Applied Media","2017-18","s","Poverty","Poverty","s","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,22,22,6,10.5,NA,NA,NA,"Bronx"
"1335",1335,"07X296","South Bronx Academy for Applied Media","2017-18","86.2","ELL Status","ELL","55.6","South Bronx Academy for Applied Media","2017-18",253,0,0.494,0.506,0.328,0.008,0.328,0.937,0.951,22,22,6,10.5,NA,NA,NA,"Bronx"
"1336",1336,"07X298","Academy of Public Relations","2017-18","94.6","Poverty","Not Poverty","20.0","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1337",1337,"07X298","Academy of Public Relations","2017-18","93.0","ELL Status","Not ELL","20.9","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1338",1338,"07X298","Academy of Public Relations","2017-18","93.1","All Students","All Students","20.5","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1339",1339,"07X298","Academy of Public Relations","2017-18","94.3","SWD Status","Not SWD","17.1","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1340",1340,"07X298","Academy of Public Relations","2017-18","93.5","ELL Status","ELL","19.0","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1341",1341,"07X298","Academy of Public Relations","2017-18","93.3","Gender","Male","18.4","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1342",1342,"07X298","Academy of Public Relations","2017-18","s","Ethnicity","Black","s","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1343",1343,"07X298","Academy of Public Relations","2017-18","93.0","Gender","Female","23.1","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1344",1344,"07X298","Academy of Public Relations","2017-18","92.9","Poverty","Poverty","20.5","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1345",1345,"07X298","Academy of Public Relations","2017-18","88.5","SWD Status","SWD","33.3","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1346",1346,"07X298","Academy of Public Relations","2017-18","s","Ethnicity","White","s","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1347",1347,"07X298","Academy of Public Relations","2017-18","92.5","Ethnicity","Hispanic","25.0","Academy of Public Relations","2017-18",247,0,0.486,0.514,0.206,0.016,0.279,0.923,0.944,20.5,14.5,9,12,NA,NA,NA,"Bronx"
"1348",1348,"07X343","Academy of Applied Mathematics and Technology","2017-18","93.4","SWD Status","Not SWD","20.8","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1349",1349,"07X343","Academy of Applied Mathematics and Technology","2017-18","92.1","Ethnicity","Hispanic","28.4","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1350",1350,"07X343","Academy of Applied Mathematics and Technology","2017-18","92.2","Gender","Female","25.5","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1351",1351,"07X343","Academy of Applied Mathematics and Technology","2017-18","87.2","SWD Status","SWD","50.0","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1352",1352,"07X343","Academy of Applied Mathematics and Technology","2017-18","93.7","ELL Status","ELL","25.0","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1353",1353,"07X343","Academy of Applied Mathematics and Technology","2017-18","s","Poverty","Poverty","s","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1354",1354,"07X343","Academy of Applied Mathematics and Technology","2017-18","92.0","All Students","All Students","27.7","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1355",1355,"07X343","Academy of Applied Mathematics and Technology","2017-18","s","Ethnicity","Other","s","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1356",1356,"07X343","Academy of Applied Mathematics and Technology","2017-18","s","Ethnicity","Black","s","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1357",1357,"07X343","Academy of Applied Mathematics and Technology","2017-18","91.8","ELL Status","Not ELL","28.1","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1358",1358,"07X343","Academy of Applied Mathematics and Technology","2017-18","s","Poverty","Not Poverty","s","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1359",1359,"07X343","Academy of Applied Mathematics and Technology","2017-18","91.8","Gender","Male","30.0","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1360",1360,"07X343","Academy of Applied Mathematics and Technology","2017-18","s","Ethnicity","White","s","Academy of Applied Mathematics and Technology","2017-18",300,0,0.437,0.563,0.283,0.013,0.247,0.967,0.942,29.5,30,9.5,12,NA,NA,NA,"Bronx"
"1361",1361,"07X500","Hostos-Lincoln Academy of Science","2017-18","s","Ethnicity","Asian","s","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1362",1362,"07X500","Hostos-Lincoln Academy of Science","2017-18","93.8","Gender","Female","4.5","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1363",1363,"07X500","Hostos-Lincoln Academy of Science","2017-18","s","Poverty","Poverty","s","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1364",1364,"07X500","Hostos-Lincoln Academy of Science","2017-18","90.9","SWD Status","SWD","23.8","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1365",1365,"07X500","Hostos-Lincoln Academy of Science","2017-18","s","ELL Status","ELL","s","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1366",1366,"07X500","Hostos-Lincoln Academy of Science","2017-18","91.3","Gender","Male","32.1","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1367",1367,"07X500","Hostos-Lincoln Academy of Science","2017-18","s","Poverty","Not Poverty","s","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1368",1368,"07X500","Hostos-Lincoln Academy of Science","2017-18","92.4","Ethnicity","Hispanic","18.4","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1369",1369,"07X500","Hostos-Lincoln Academy of Science","2017-18","s","ELL Status","Not ELL","s","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1370",1370,"07X500","Hostos-Lincoln Academy of Science","2017-18","92.4","All Students","All Students","20.0","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1371",1371,"07X500","Hostos-Lincoln Academy of Science","2017-18","93.5","SWD Status","Not SWD","17.2","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1372",1372,"07X500","Hostos-Lincoln Academy of Science","2017-18","s","Ethnicity","Black","s","Hostos-Lincoln Academy of Science","2017-18",508,0,0.531,0.469,0.22,0.014,0.222,0.86,0.866,22,26,NA,NA,NA,NA,NA,"Bronx"
"1373",1373,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","87.3","Gender","Female","39.5","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1374",1374,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","90.1","Poverty","Not Poverty","50.0","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1375",1375,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","87.4","Ethnicity","Hispanic","45.8","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1376",1376,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","88.5","ELL Status","Not ELL","37.7","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1377",1377,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","s","Ethnicity","White","s","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1378",1378,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","89.3","SWD Status","Not SWD","33.3","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1379",1379,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","88.0","Poverty","Poverty","40.3","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1380",1380,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","88.9","Gender","Male","42.2","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1381",1381,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","86.1","SWD Status","SWD","55.2","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1382",1382,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","s","Ethnicity","Other","s","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1383",1383,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","89.1","Ethnicity","Black","31.3","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1384",1384,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","86.3","ELL Status","ELL","57.1","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1385",1385,"07X551","The Urban Assembly Bronx Academy of Letters","2017-18","88.1","All Students","All Students","41.0","The Urban Assembly Bronx Academy of Letters","2017-18",590,0,0.495,0.505,0.332,0.029,0.305,0.91,0.947,23,28,14,14,NA,NA,NA,"Bronx"
"1386",1386,"07X584","I.S. 584","2017-18","s","Poverty","Poverty","s","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1387",1387,"07X584","I.S. 584","2017-18","93.8","ELL Status","ELL","24.0","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1388",1388,"07X584","I.S. 584","2017-18","92.3","Gender","Male","27.0","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1389",1389,"07X584","I.S. 584","2017-18","s","Poverty","Not Poverty","s","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1390",1390,"07X584","I.S. 584","2017-18","91.5","SWD Status","Not SWD","33.3","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1391",1391,"07X584","I.S. 584","2017-18","90.3","Ethnicity","Hispanic","36.9","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1392",1392,"07X584","I.S. 584","2017-18","90.1","ELL Status","Not ELL","38.4","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1393",1393,"07X584","I.S. 584","2017-18","89.6","SWD Status","SWD","39.4","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1394",1394,"07X584","I.S. 584","2017-18","s","Ethnicity","Black","s","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1395",1395,"07X584","I.S. 584","2017-18","90.9","All Students","All Students","35.1","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1396",1396,"07X584","I.S. 584","2017-18","89.1","Gender","Female","45.8","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1397",1397,"07X584","I.S. 584","2017-18","s","Ethnicity","Other","s","I.S. 584","2017-18",277,0,0.43,0.57,0.242,0,0.336,0.982,0.954,16.3,23,11,10,NA,NA,NA,"Bronx"
"1398",1398,"08X071","P.S. 071 Rose E. Scala","2017-18","92.6","Poverty","Poverty","25.4","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1399",1399,"08X071","P.S. 071 Rose E. Scala","2017-18","92.3","Gender","Female","23.1","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1400",1400,"08X071","P.S. 071 Rose E. Scala","2017-18","s","Ethnicity","Black","s","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1401",1401,"08X071","P.S. 071 Rose E. Scala","2017-18","92.7","Ethnicity","White","20.9","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1402",1402,"08X071","P.S. 071 Rose E. Scala","2017-18","92.9","All Students","All Students","22.8","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1403",1403,"08X071","P.S. 071 Rose E. Scala","2017-18","90.5","SWD Status","SWD","35.5","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1404",1404,"08X071","P.S. 071 Rose E. Scala","2017-18","94.7","ELL Status","ELL","10.0","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1405",1405,"08X071","P.S. 071 Rose E. Scala","2017-18","92.4","Ethnicity","Hispanic","25.5","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1406",1406,"08X071","P.S. 071 Rose E. Scala","2017-18","97.5","Ethnicity","Asian","5.3","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1407",1407,"08X071","P.S. 071 Rose E. Scala","2017-18","s","Ethnicity","Other","s","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1408",1408,"08X071","P.S. 071 Rose E. Scala","2017-18","94.1","Poverty","Not Poverty","14.3","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1409",1409,"08X071","P.S. 071 Rose E. Scala","2017-18","93.4","SWD Status","Not SWD","20.1","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1410",1410,"08X071","P.S. 071 Rose E. Scala","2017-18","93.6","Gender","Male","22.5","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1411",1411,"08X071","P.S. 071 Rose E. Scala","2017-18","92.8","ELL Status","Not ELL","23.5","P.S. 071 Rose E. Scala","2017-18",1646,206,0.485,0.515,0.05,0.228,0.208,0.735,0.61,27.4,26.5,NA,11.6,NA,NA,NA,"Bronx"
"1412",1412,"08X101","M.S. X101 Edward R. Byrne","2017-18","92.6","Poverty","Poverty","25.0","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1413",1413,"08X101","M.S. X101 Edward R. Byrne","2017-18","s","Ethnicity","Other","s","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1414",1414,"08X101","M.S. X101 Edward R. Byrne","2017-18","92.2","Ethnicity","White","17.6","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1415",1415,"08X101","M.S. X101 Edward R. Byrne","2017-18","s","Ethnicity","Black","s","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1416",1416,"08X101","M.S. X101 Edward R. Byrne","2017-18","97.4","Ethnicity","Asian","5.6","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1417",1417,"08X101","M.S. X101 Edward R. Byrne","2017-18","95.0","Poverty","Not Poverty","7.5","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1418",1418,"08X101","M.S. X101 Edward R. Byrne","2017-18","s","ELL Status","ELL","s","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1419",1419,"08X101","M.S. X101 Edward R. Byrne","2017-18","93.2","All Students","All Students","20.3","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1420",1420,"08X101","M.S. X101 Edward R. Byrne","2017-18","93.3","Gender","Male","17.7","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1421",1421,"08X101","M.S. X101 Edward R. Byrne","2017-18","92.7","Ethnicity","Hispanic","24.7","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1422",1422,"08X101","M.S. X101 Edward R. Byrne","2017-18","s","ELL Status","Not ELL","s","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1423",1423,"08X101","M.S. X101 Edward R. Byrne","2017-18","94.1","SWD Status","Not SWD","16.4","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1424",1424,"08X101","M.S. X101 Edward R. Byrne","2017-18","90.0","SWD Status","SWD","34.4","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1425",1425,"08X101","M.S. X101 Edward R. Byrne","2017-18","93.2","Gender","Female","23.2","M.S. X101 Edward R. Byrne","2017-18",526,0,0.532,0.468,0.099,0.186,0.238,0.747,0.549,27.2,26,NA,9.7,NA,NA,NA,"Bronx"
"1426",1426,"08X123","J.H.S. 123 James M. Kieran","2017-18","87.8","Poverty","Poverty","46.4","J.H.S. 123 James M. Kieran","2017-18",355,0,0.482,0.518,0.237,0.003,0.285,0.879,0.927,26,25,NA,10,NA,NA,NA,"Bronx"
"1427",1427,"08X123","J.H.S. 123 James M. Kieran","2017-18","s","Ethnicity","Black","s","J.H.S. 123 James M. Kieran","2017-18",355,0,0.482,0.518,0.237,0.003,0.285,0.879,0.927,26,25,NA,10,NA,NA,NA,"Bronx"
"1428",1428,"08X123","J.H.S. 123 James M. Kieran","2017-18","91.9","ELL Status","ELL","29.0","J.H.S. 123 James M. Kieran","2017-18",355,0,0.482,0.518,0.237,0.003,0.285,0.879,0.927,26,25,NA,10,NA,NA,NA,"Bronx"
