"","DBN","School Name.x","Year.x","Percent_Attendance","Demographic Category","Demographic Variable","School Name.y","Year.y","Total Enrollment","Grade 3","% Female","% Male","% Black","% White","% Students with Disabilities","% Poverty","Economic Need Index","G&T","Gen Ed","ICT","ICT & G&T","SC 12:1","SC 12:1:1","SC 15:1","SC 6:1:1","SC 8:1:1"
"789","03M149","P.S. 149 Sojourner Truth","2017-18","93.2","All Students","All Students","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"790","03M149","P.S. 149 Sojourner Truth","2017-18","91.4","SWD Status","SWD","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"791","03M149","P.S. 149 Sojourner Truth","2017-18","93.2","Poverty","Poverty","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"792","03M149","P.S. 149 Sojourner Truth","2017-18","93.9","Ethnicity","Black","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"793","03M149","P.S. 149 Sojourner Truth","2017-18","s","Ethnicity","Asian","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"794","03M149","P.S. 149 Sojourner Truth","2017-18","93.5","Gender","Female","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"795","03M149","P.S. 149 Sojourner Truth","2017-18","93.0","Gender","Male","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"796","03M149","P.S. 149 Sojourner Truth","2017-18","93.9","SWD Status","Not SWD","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"797","03M149","P.S. 149 Sojourner Truth","2017-18","94.5","ELL Status","ELL","P.S. 149 Sojourner Truth","2017-18",235,25,0.502,0.498,0.621,0.051,0.247,0.991,0.934,NA,19,NA,NA,NA,7.3,NA,NA,NA
"798","03M163","P.S. 163 Alfred E. Smith","2017-18","s","Ethnicity","Asian","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"799","03M163","P.S. 163 Alfred E. Smith","2017-18","91.0","Poverty","Poverty","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"800","03M163","P.S. 163 Alfred E. Smith","2017-18","94.1","Ethnicity","Black","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"801","03M163","P.S. 163 Alfred E. Smith","2017-18","92.7","Gender","Female","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"802","03M163","P.S. 163 Alfred E. Smith","2017-18","96.0","Poverty","Not Poverty","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"803","03M163","P.S. 163 Alfred E. Smith","2017-18","92.0","SWD Status","SWD","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"804","03M163","P.S. 163 Alfred E. Smith","2017-18","93.5","SWD Status","Not SWD","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"805","03M163","P.S. 163 Alfred E. Smith","2017-18","93.3","All Students","All Students","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"806","03M163","P.S. 163 Alfred E. Smith","2017-18","93.7","Gender","Male","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"807","03M163","P.S. 163 Alfred E. Smith","2017-18","96.9","ELL Status","ELL","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"808","03M163","P.S. 163 Alfred E. Smith","2017-18","s","Ethnicity","Other","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"809","03M163","P.S. 163 Alfred E. Smith","2017-18","93.0","ELL Status","Not ELL","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"810","03M163","P.S. 163 Alfred E. Smith","2017-18","95.8","Ethnicity","White","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"811","03M163","P.S. 163 Alfred E. Smith","2017-18","90.3","Ethnicity","Hispanic","P.S. 163 Alfred E. Smith","2017-18",565,94,0.487,0.513,0.163,0.306,0.188,0.487,0.509,30,21,22,NA,NA,NA,NA,NA,NA
"812","03M165","P.S. 165 Robert E. Simon","2017-18","s","Ethnicity","Black","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"813","03M165","P.S. 165 Robert E. Simon","2017-18","92.1","ELL Status","Not ELL","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"814","03M165","P.S. 165 Robert E. Simon","2017-18","87.6","SWD Status","SWD","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"815","03M165","P.S. 165 Robert E. Simon","2017-18","94.4","Ethnicity","White","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"816","03M165","P.S. 165 Robert E. Simon","2017-18","s","Ethnicity","Other","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"817","03M165","P.S. 165 Robert E. Simon","2017-18","93.2","SWD Status","Not SWD","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"818","03M165","P.S. 165 Robert E. Simon","2017-18","90.6","ELL Status","ELL","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"819","03M165","P.S. 165 Robert E. Simon","2017-18","90.2","Gender","Male","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"820","03M165","P.S. 165 Robert E. Simon","2017-18","93.2","Gender","Female","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"821","03M165","P.S. 165 Robert E. Simon","2017-18","91.4","Ethnicity","Hispanic","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"822","03M165","P.S. 165 Robert E. Simon","2017-18","94.0","Poverty","Not Poverty","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"823","03M165","P.S. 165 Robert E. Simon","2017-18","91.8","All Students","All Students","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"824","03M165","P.S. 165 Robert E. Simon","2017-18","90.6","Poverty","Poverty","P.S. 165 Robert E. Simon","2017-18",604,76,0.487,0.513,0.149,0.182,0.22,0.725,0.711,22,12.5,25,NA,NA,9.7,NA,NA,NA
"825","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","s","ELL Status","ELL","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"826","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","93.5","Poverty","Poverty","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"827","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","96.8","Poverty","Not Poverty","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"828","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","s","ELL Status","Not ELL","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"829","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","96.6","Ethnicity","White","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"830","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","s","Ethnicity","Other","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"831","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","94.7","SWD Status","SWD","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"832","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","96.6","SWD Status","Not SWD","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"833","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","97.7","Ethnicity","Asian","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"834","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","96.8","Gender","Female","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"835","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","96.3","All Students","All Students","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"836","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","s","Ethnicity","Black","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"837","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","95.7","Gender","Male","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"838","03M166","P.S. 166 The Richard Rodgers School of The Arts an","2017-18","94.5","Ethnicity","Hispanic","P.S. 166 The Richard Rodgers School of The Arts an","2017-18",648,92,0.485,0.515,0.052,0.571,0.114,0.205,0.187,28,18,18,NA,NA,NA,NA,NA,NA
"839","03M180","P.S. 180 Hugo Newman","2017-18","95.8","Poverty","Not Poverty","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"840","03M180","P.S. 180 Hugo Newman","2017-18","90.3","ELL Status","Not ELL","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"841","03M180","P.S. 180 Hugo Newman","2017-18","90.7","Gender","Female","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"842","03M180","P.S. 180 Hugo Newman","2017-18","89.3","Poverty","Poverty","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"843","03M180","P.S. 180 Hugo Newman","2017-18","94.3","ELL Status","ELL","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"844","03M180","P.S. 180 Hugo Newman","2017-18","88.8","SWD Status","SWD","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"845","03M180","P.S. 180 Hugo Newman","2017-18","91.5","SWD Status","Not SWD","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"846","03M180","P.S. 180 Hugo Newman","2017-18","s","Ethnicity","Other","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"847","03M180","P.S. 180 Hugo Newman","2017-18","90.9","All Students","All Students","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"848","03M180","P.S. 180 Hugo Newman","2017-18","s","Ethnicity","White","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"849","03M180","P.S. 180 Hugo Newman","2017-18","90.0","Ethnicity","Black","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"850","03M180","P.S. 180 Hugo Newman","2017-18","s","Ethnicity","Hispanic","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"851","03M180","P.S. 180 Hugo Newman","2017-18","91.0","Gender","Male","P.S. 180 Hugo Newman","2017-18",545,51,0.495,0.505,0.516,0.108,0.165,0.727,0.707,NA,16.5,18,NA,NA,NA,NA,NA,NA
"852","03M191","The Riverside School for Makers and Artists","2017-18","90.5","All Students","All Students","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"853","03M191","The Riverside School for Makers and Artists","2017-18","88.4","Ethnicity","Hispanic","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"854","03M191","The Riverside School for Makers and Artists","2017-18","94.4","Ethnicity","White","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"855","03M191","The Riverside School for Makers and Artists","2017-18","90.2","ELL Status","Not ELL","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"856","03M191","The Riverside School for Makers and Artists","2017-18","90.8","Gender","Male","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"857","03M191","The Riverside School for Makers and Artists","2017-18","90.1","Gender","Female","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"858","03M191","The Riverside School for Makers and Artists","2017-18","92.0","SWD Status","Not SWD","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"859","03M191","The Riverside School for Makers and Artists","2017-18","s","Ethnicity","Other","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"860","03M191","The Riverside School for Makers and Artists","2017-18","s","Ethnicity","Asian","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"861","03M191","The Riverside School for Makers and Artists","2017-18","89.5","Poverty","Poverty","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"862","03M191","The Riverside School for Makers and Artists","2017-18","91.9","ELL Status","ELL","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"863","03M191","The Riverside School for Makers and Artists","2017-18","86.8","SWD Status","SWD","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"864","03M191","The Riverside School for Makers and Artists","2017-18","90.4","Ethnicity","Black","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"865","03M191","The Riverside School for Makers and Artists","2017-18","93.0","Poverty","Not Poverty","The Riverside School for Makers and Artists","2017-18",516,65,0.448,0.552,0.314,0.151,0.289,0.74,0.72,21,NA,20.5,NA,NA,10,NA,NA,NA
"866","03M199","P.S. 199 Jessie Isador Straus","2017-18","s","Ethnicity","Other","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"867","03M199","P.S. 199 Jessie Isador Straus","2017-18","s","ELL Status","Not ELL","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"868","03M199","P.S. 199 Jessie Isador Straus","2017-18","96.3","Ethnicity","White","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"869","03M199","P.S. 199 Jessie Isador Straus","2017-18","96.3","All Students","All Students","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"870","03M199","P.S. 199 Jessie Isador Straus","2017-18","96.5","SWD Status","Not SWD","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"871","03M199","P.S. 199 Jessie Isador Straus","2017-18","s","ELL Status","ELL","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"872","03M199","P.S. 199 Jessie Isador Straus","2017-18","s","Ethnicity","Black","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"873","03M199","P.S. 199 Jessie Isador Straus","2017-18","96.5","Gender","Male","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"874","03M199","P.S. 199 Jessie Isador Straus","2017-18","96.2","Gender","Female","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"875","03M199","P.S. 199 Jessie Isador Straus","2017-18","93.6","Poverty","Poverty","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"876","03M199","P.S. 199 Jessie Isador Straus","2017-18","96.2","Ethnicity","Hispanic","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"877","03M199","P.S. 199 Jessie Isador Straus","2017-18","95.8","SWD Status","SWD","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"878","03M199","P.S. 199 Jessie Isador Straus","2017-18","96.6","Poverty","Not Poverty","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"879","03M199","P.S. 199 Jessie Isador Straus","2017-18","96.7","Ethnicity","Asian","P.S. 199 Jessie Isador Straus","2017-18",848,160,0.496,0.504,0.039,0.639,0.185,0.103,0.095,NA,26.5,NA,NA,NA,11,NA,NA,NA
"880","03M241","STEM Institute of Manhattan","2017-18","s","Ethnicity","White","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"881","03M241","STEM Institute of Manhattan","2017-18","s","Poverty","Poverty","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"882","03M241","STEM Institute of Manhattan","2017-18","90.6","SWD Status","Not SWD","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"883","03M241","STEM Institute of Manhattan","2017-18","92.0","Ethnicity","Black","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"884","03M241","STEM Institute of Manhattan","2017-18","s","Ethnicity","Hispanic","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"885","03M241","STEM Institute of Manhattan","2017-18","s","Poverty","Not Poverty","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"886","03M241","STEM Institute of Manhattan","2017-18","s","ELL Status","ELL","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"887","03M241","STEM Institute of Manhattan","2017-18","89.7","Gender","Female","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"888","03M241","STEM Institute of Manhattan","2017-18","91.0","All Students","All Students","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"889","03M241","STEM Institute of Manhattan","2017-18","s","ELL Status","Not ELL","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"890","03M241","STEM Institute of Manhattan","2017-18","92.1","SWD Status","SWD","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"891","03M241","STEM Institute of Manhattan","2017-18","92.4","Gender","Male","STEM Institute of Manhattan","2017-18",134,23,0.448,0.552,0.537,0.09,0.336,0.925,0.901,NA,21,NA,NA,NA,12,NA,NA,NA
"892","03M242","P.S. 242 - The Young Diplomats Magnet Academy","2017-18","s","Ethnicity","Other","P.S. 242 - The Young Diplomats Magnet Academy","2017-18",170,26,0.471,0.529,0.6,0.018,0.288,0.894,0.875,NA,NA,25,NA,NA,4,NA,NA,NA
"893","03M242","P.S. 242 - The Young Diplomats Magnet Academy","2017-18","s","Poverty","Not Poverty","P.S. 242 - The Young Diplomats Magnet Academy","2017-18",170,26,0.471,0.529,0.6,0.018,0.288,0.894,0.875,NA,NA,25,NA,NA,4,NA,NA,NA
"894","03M242","P.S. 242 - The Young Diplomats Magnet Academy","2017-18","s","ELL Status","ELL","P.S. 242 - The Young Diplomats Magnet Academy","2017-18",170,26,0.471,0.529,0.6,0.018,0.288,0.894,0.875,NA,NA,25,NA,NA,4,NA,NA,NA
